,,,,Player 1,,Player 2,,Player 3,,Player 4,
2024-03-04,Toruń,2,1,JPTR001,50300,PLTR014,21300,PLTR002,-11100,PLTR004,-60500
2024-03-06,Toruń,1,1,PLTR004,-20800,PLTR015,-31400,PLTR009,300,JPTR001,51900
2024-03-06,Toruń,2,1,PLKA101,-30900,PLTR004,-15800,JPTR001,3900,PLTR017,42800
2024-03-07,Toruń,1,1,PLTR009,-5700,PLTR001,21000,PLPZ004,7900,PLTR010,-23200
2024-03-13,Toruń,1,1,PLTR005,-29100,PLTR014,-8500,PLTR004,-12200,JPTR002,29800
2024-03-18,Toruń,1,1,PLTR008,6000,PLTR005,-34300,PLTR001,-14300,PLTR018,22600
2024-03-18,Toruń,2,1,PLTR008,-6800,PLTR005,-23000,PLTR001,26400,PLTR004,3400
2024-03-20,Toruń,1,1,PLTR011,-6300,PLTR005,-51900,PLTR010,75900,PLTR018,-17700
2024-03-20,Toruń,1,2,PLTR020,12800,JPTR002,26700,PLTR014,-10700,PLTR004,-28800
2024-03-25,Toruń,1,1,PLTR005,-10800,PLTR008,-13700,PLTR004,27600,PLTR009,-23100
2024-04-03,Toruń,1,1,PLTR001,-9200,PLTR009,27900,PLTR021,-51200,PLTR011,12500
2024-04-03,Toruń,1,2,PLTR016,-33700,PLTR004,26900,PLTR014,-11300,PLTR010,-1900
2024-04-03,Toruń,2,2,PLTR011,7200,PLTR014,-6300,PLTR010,-21100,PLTR009,20200
2024-04-06,Cologne,1,1,DEXX010,7800,BEWRL04,-26800,DEXX032,-12500,NLXX015,31500
2024-04-06,Cologne,1,2,DEXX051,30200,SEXX001,-8900,FRXX051,-26600,DECO001,5300
2024-04-06,Cologne,1,3,SEWC002,-31700,BEXX031,28000,ROWC001,9400,BEXX012,-5700
2024-04-06,Cologne,1,4,BEWRL02,4100,UAXX018,-9700,DEXX037,29800,BEXX032,-24200
2024-04-06,Cologne,1,5,DEXX046,-15700,GBXX054,-30500,NLXX004,31700,DEXX014,14500
2024-04-06,Cologne,1,6,DEWC002,-9700,NLXX002,-23600,NLXX006,9500,ROXX004,23800
2024-04-06,Cologne,1,7,DEWRL01,1500,DEXX013,-54800,DEXX047,16400,DEXX045,36900
2024-04-06,Cologne,1,8,PLTR001,-13800,FRWC003,-31000,DEXX022,45700,ATXX012,-900
2024-04-06,Cologne,1,9,BEXX027,22100,NLXX016,5900,ROXX003,-21600,BEXX005,-6400
2024-04-06,Cologne,1,10,DEXX052,-36300,BEXX018,1100,DEXX002,59700,UAXX011,-24500
2024-04-06,Cologne,1,11,UAXX006,36000,FRXX057,-16700,DEXX028,9800,ESXX004,-29100
2024-04-06,Cologne,1,12,DEXX016,-11100,FRWC005,15000,SEWC001,26000,NLXX003,-29900
2024-04-06,Cologne,1,13,DEXX050,7700,BEXX007,-14500,DEXX041,-24800,DEXX042,31600
2024-04-06,Cologne,1,14,DEXX003,5100,DEXX015,36000,FRXX004,-25800,BEXX015,-15300
2024-04-06,Cologne,1,15,BEXX004,-16100,NLXX001,7900,DEXX049,-29800,DEXX043,38000
2024-04-06,Cologne,1,16,DEWRL02,5500,FRXX035,-38100,ATXX002,-7400,FRXX003,40000
2024-04-06,Cologne,1,17,DKXX005,-34600,BEWRL05,35300,DEXX012,20100,BEWRL03,-20800
2024-04-06,Cologne,1,18,DEXX044,22400,DEXX040,-19200,DEXX025,3900,DEXX031,-7100
2024-04-06,Cologne,2,1,DKXX005,6900,BEXX018,-10200,DEXX015,36400,ROXX004,-33100
2024-04-06,Cologne,2,2,NLXX016,-3900,PLTR001,26100,DEXX050,-31600,DEXX028,9400
2024-04-06,Cologne,2,3,DEXX010,7700,DEWRL02,-7200,NLXX004,-28500,NLXX003,28000
2024-04-06,Cologne,2,4,DEWC002,22200,DEXX037,-24900,UAXX011,7900,BEWRL03,-5200
2024-04-06,Cologne,2,5,BEWRL04,12200,BEXX012,-29200,DEXX045,-16000,DEXX040,33000
2024-04-06,Cologne,2,6,DEXX016,31700,ATXX002,3200,DECO001,-23900,DEXX014,-11000
2024-04-06,Cologne,2,7,DEWRL01,30500,DEXX044,-12000,ROWC001,8900,BEXX015,-27400
2024-04-06,Cologne,2,8,DEXX052,-54800,BEXX031,38800,FRXX004,19200,DEXX031,-3200
2024-04-06,Cologne,2,9,FRXX051,10300,FRXX057,-12200,BEXX005,26400,DEXX043,-24500
2024-04-06,Cologne,2,10,BEXX027,29500,UAXX018,-11900,FRWC003,-30100,DEXX041,12500
2024-04-06,Cologne,2,11,UAXX006,27100,DEXX051,-36900,FRWC005,15200,NLXX001,-5400
2024-04-06,Cologne,2,12,BEXX004,10100,SEXX001,-25900,FRXX035,26200,SEWC001,-10400
2024-04-06,Cologne,2,13,BEWRL02,35400,BEWRL05,11100,DEXX022,-45400,NLXX006,-1100
2024-04-06,Cologne,2,14,BEXX007,10700,BEXX032,-31100,NLXX002,28900,ATXX012,-8500
2024-04-06,Cologne,2,15,SEWC002,18500,DEXX003,-30400,DEXX012,28900,DEXX002,-17000
2024-04-06,Cologne,2,16,DEXX049,3700,ROXX003,52600,DEXX042,-46300,ESXX004,-10000
2024-04-06,Cologne,2,17,DEXX046,6400,NLXX015,-6100,DEXX047,29300,FRXX003,-29600
2024-04-06,Cologne,2,18,GBXX054,-2500,DEXX032,23600,DEXX013,-30100,DEXX025,9000
2024-04-06,Cologne,3,1,BEXX031,33800,DEXX015,-25600,DEXX047,-10500,DEXX040,2300
2024-04-06,Cologne,3,2,DEXX050,13700,DEXX037,3500,BEXX005,32300,ATXX012,-49500
2024-04-06,Cologne,3,3,DEXX010,-4000,SEWC002,10000,DEXX044,24700,DEXX013,-30700
2024-04-06,Cologne,3,4,DEXX002,-17500,NLXX002,8200,BEWRL03,-40800,BEXX015,50100
2024-04-06,Cologne,3,5,SEXX001,3500,DEXX028,41100,DEXX043,-27400,NLXX003,-17200
2024-04-06,Cologne,3,6,BEXX027,10400,NLXX001,-29200,DECO001,-13400,ESXX004,32200
2024-04-06,Cologne,3,7,NLXX016,27200,BEXX004,-29800,BEXX007,14000,FRXX057,-11400
2024-04-06,Cologne,3,8,DEWRL02,29100,GBXX054,-25700,FRXX051,6900,SEWC001,-10300
2024-04-06,Cologne,3,9,DEXX051,-34400,DEXX016,25000,DEXX049,-4200,FRXX003,13600
2024-04-06,Cologne,3,10,UAXX006,-36800,DEXX041,6900,DEXX022,-5200,ROXX003,35100
2024-04-06,Cologne,3,11,NLXX015,27300,DEXX045,-5400,DEXX031,11200,DEXX014,-33100
2024-04-06,Cologne,3,12,BEWRL02,-9600,FRWC003,13400,ROXX004,-27300,DEXX042,23500
2024-04-06,Cologne,3,13,BEWRL04,48900,DEXX046,-18500,ATXX002,-38500,FRWC005,-11900
2024-04-06,Cologne,3,14,DEXX052,-31200,DKXX005,-14600,UAXX018,47900,NLXX006,-2100
2024-04-06,Cologne,3,15,PLTR001,12200,DEWC002,-11500,DEXX012,42400,BEXX032,-43100
2024-04-06,Cologne,3,16,BEWRL05,-12600,BEXX018,14800,FRXX004,52600,BEXX012,-54800
2024-04-06,Cologne,3,17,DEWRL01,27800,NLXX004,-16700,DEXX032,-26900,FRXX035,15800
2024-04-06,Cologne,3,18,DEXX003,9800,UAXX011,-32000,ROWC001,29000,DEXX025,-6800
2024-04-06,Cologne,4,1,NLXX016,-23300,NLXX001,-13100,DEXX022,30100,NLXX003,6300
2024-04-06,Cologne,4,2,PLTR001,-34000,DEXX002,-23500,NLXX006,11500,BEXX012,46000
2024-04-06,Cologne,4,3,DEXX051,-47200,BEWRL04,31400,DEWRL02,1900,DEXX028,13900
2024-04-06,Cologne,4,4,DEXX037,4400,FRXX057,19500,DEXX041,-17300,DECO001,-6600
2024-04-06,Cologne,4,5,BEXX018,3500,DEXX047,-34500,NLXX002,45700,ROWC001,-14700
2024-04-06,Cologne,4,6,DEXX032,-48200,ATXX002,15700,FRXX051,39200,DEXX031,-6700
2024-04-06,Cologne,4,7,UAXX006,-27600,BEWRL02,32000,DEXX050,-9400,DEXX012,5000
2024-04-06,Cologne,4,8,BEXX031,-4300,DEXX013,17600,UAXX011,5900,DEXX014,-19200
2024-04-06,Cologne,4,9,DEXX015,-100,DEXX044,-6400,FRXX035,-48700,NLXX015,35200
2024-04-06,Cologne,4,10,SEWC002,25000,NLXX004,7500,FRWC005,-8600,DEXX045,-23900
2024-04-06,Cologne,4,11,DEXX052,-12400,DEWC002,53500,FRWC003,-2100,BEXX005,-39000
2024-04-06,Cologne,4,12,DEXX010,-10700,BEWRL05,47400,DEXX003,-37900,DEXX040,1200
2024-04-06,Cologne,4,13,BEXX027,24500,DEXX016,-5000,GBXX054,-30800,DEXX043,11300
2024-04-06,Cologne,4,14,DKXX005,25800,BEXX032,-11300,BEXX015,9900,DEXX042,-24400
2024-04-06,Cologne,4,15,DEWRL01,-11000,DEXX046,30100,DEXX049,5100,SEWC001,-24200
2024-04-06,Cologne,4,16,BEXX004,-25400,ROXX003,28400,ROXX004,10400,ATXX012,-13400
2024-04-06,Cologne,4,17,BEXX007,5800,SEXX001,-30100,FRXX003,70200,ESXX004,-45900
2024-04-06,Cologne,4,18,UAXX018,26500,FRXX004,-11100,BEWRL03,13200,DEXX025,-28600
2024-04-06,Cologne,5,1,DEXX051,-29800,FRXX035,-18300,FRXX057,31500,DEXX042,16600
2024-04-06,Cologne,5,2,DKXX005,-26500,DEXX003,43300,DEXX037,-13600,DEXX031,-3200
2024-04-06,Cologne,5,3,BEXX004,8500,DEXX016,20500,NLXX004,-5200,DEXX047,-23800
2024-04-06,Cologne,5,4,DEXX050,-35000,UAXX018,2600,FRXX051,45900,ESXX004,-13500
2024-04-06,Cologne,5,5,BEWRL04,35500,DEXX044,-9000,DEXX012,-35100,FRXX004,8600
2024-04-06,Cologne,5,6,NLXX016,21400,FRWC003,51200,NLXX002,-9700,DEXX049,-62900
2024-04-06,Cologne,5,7,SEWC002,12700,DEWC002,-35100,BEXX018,-7700,DEXX022,30100
2024-04-06,Cologne,5,8,PLTR001,13300,FRWC005,-40000,ROXX003,-12000,DEXX043,38700
2024-04-06,Cologne,5,9,BEWRL02,31500,BEXX007,-22500,DEXX015,-11800,BEWRL03,2800
2024-04-06,Cologne,5,10,DEWRL01,-11000,BEXX031,43900,DEXX002,2100,ROXX004,-35000
2024-04-06,Cologne,5,11,DEXX052,-34100,GBXX054,46600,ROWC001,5600,DEXX045,-18100
2024-04-06,Cologne,5,12,DEXX032,7700,BEXX015,-25800,DEXX040,30300,FRXX003,-12200
2024-04-06,Cologne,5,13,DEXX046,100,DEXX013,33800,BEXX012,-52000,NLXX003,18100
2024-04-06,Cologne,5,14,BEWRL05,16400,BEXX032,-42000,DEXX041,38300,DEXX028,-12700
2024-04-06,Cologne,5,15,NLXX001,24900,BEXX005,-6100,SEWC001,-26000,DEXX014,7200
2024-04-06,Cologne,5,16,UAXX006,7400,DEXX010,-5300,SEXX001,19500,ATXX002,-21600
2024-04-06,Cologne,5,17,BEXX027,25000,UAXX011,10700,NLXX006,-1800,ATXX012,-33900
2024-04-06,Cologne,5,18,DEWRL02,-12200,NLXX015,-40200,DECO001,16700,DEXX025,35700
2024-04-06,Cologne,6,1,BEXX031,-6400,FRXX003,-24600,DEXX022,25200,DEXX043,5800
2024-04-06,Cologne,6,2,BEXX027,-6000,FRXX051,20600,NLXX002,-24000,DEXX015,9400
2024-04-06,Cologne,6,3,BEWRL04,29000,DEXX028,1000,NLXX015,12300,SEWC002,-42300
2024-04-06,Cologne,6,4,BEWRL05,-13000,DEXX012,10800,DEXX040,29500,NLXX016,-27300
2024-04-06,Cologne,6,5,BEWRL02,35800,DEXX016,6300,ROWC001,-26900,DEXX044,-15200
2024-04-06,Cologne,6,6,ROXX003,-11600,UAXX018,22400,DEWRL01,-22500,DEWC002,11700
2024-04-06,Cologne,6,7,DEWRL02,-53400,UAXX006,1200,FRWC003,64700,DEXX031,-12500
2024-04-06,Cologne,6,8,NLXX006,-9700,NLXX003,25600,DEXX042,-27400,DEXX003,11500
2024-04-06,Cologne,6,9,DEXX041,9300,DEXX002,24300,DEXX037,-25000,NLXX004,-8600
2024-04-06,Cologne,6,10,DEXX025,42600,PLTR001,-44500,DEXX010,-7500,NLXX001,9500
2024-04-06,Cologne,6,11,FRXX057,27100,DEXX046,-12100,BEXX007,15000,DECO001,-30000
2024-04-06,Cologne,6,12,BEXX005,17300,BEXX018,5600,BEXX015,-17100,DEXX047,-5800
2024-04-06,Cologne,6,13,DEXX045,27300,DKXX005,-23300,DEXX032,8000,BEXX012,-12000
2024-04-06,Cologne,6,14,FRWC005,38600,SEWC001,-7500,ROXX004,-40800,ATXX012,9700
2024-04-06,Cologne,6,15,UAXX011,-24200,ATXX002,-11500,FRXX035,29100,DEXX051,6600
2024-04-06,Cologne,6,16,DEXX014,-5600,BEWRL03,-41000,DEXX013,29600,FRXX004,17000
2024-04-06,Cologne,6,17,SEXX001,17500,BEXX004,-5300,ESXX004,29200,BEXX032,-41400
2024-04-06,Cologne,6,18,GBXX054,32100,DEXX050,-11800,DEXX049,19400,DEXX052,-39700
2024-04-06,Cologne,7,1,BEXX031,37900,DEXX022,-39700,FRWC003,21800,DEXX043,-20000
2024-04-06,Cologne,7,2,BEWRL04,-7000,UAXX018,-18400,DEXX028,19500,FRXX057,5900
2024-04-06,Cologne,7,3,BEWRL02,-22400,DEXX040,19900,NLXX015,7400,DEWC002,-4900
2024-04-06,Cologne,7,4,BEXX027,34700,DEXX012,9300,FRXX003,-3300,NLXX003,-40700
2024-04-06,Cologne,7,5,FRXX051,8500,ROXX003,26200,DEXX025,-2300,DEXX002,-32400
2024-04-06,Cologne,7,6,BEWRL05,37100,DEXX016,10800,DEXX015,-31200,NLXX002,-16700
2024-04-06,Cologne,7,7,DEXX041,9000,UAXX006,-11900,NLXX016,33200,NLXX004,-30300
2024-04-06,Cologne,7,8,BEXX005,27900,BEXX018,8600,NLXX001,-24100,DEXX031,-12400
2024-04-06,Cologne,7,9,DEWRL01,28900,NLXX006,-8000,SEWC002,-26300,SEXX001,5400
2024-04-06,Cologne,7,10,ROWC001,-2200,DEXX044,11300,DEXX046,-33300,BEXX015,24200
2024-04-06,Cologne,7,11,BEXX007,-4900,DEXX003,10000,GBXX054,-31700,DEXX037,26600
2024-04-06,Cologne,7,12,FRWC005,6000,DEXX045,-26200,DEXX010,24300,DEXX042,-4100
2024-04-06,Cologne,7,13,DEXX047,-33300,DEXX014,21300,ATXX002,32500,ROXX004,-20500
2024-04-06,Cologne,7,14,FRXX035,6800,DEXX032,-6000,DKXX005,17600,BEXX012,-18400
2024-04-06,Cologne,7,15,DEXX013,-17100,DECO001,13900,DEXX050,-60200,DEXX051,43400
2024-04-06,Cologne,7,16,DEWRL02,11800,SEWC001,-27800,DEXX049,-14000,FRXX004,30000
2024-04-06,Cologne,7,17,ESXX004,-34400,UAXX011,11100,BEWRL03,28300,BEXX032,-5000
2024-04-06,Cologne,7,18,PLTR001,-9500,BEXX004,35300,ATXX012,1100,DEXX052,-26900
2024-04-06,Cologne,8,1,BEXX031,-18200,BEXX027,35100,BEWRL04,-33500,BEWRL05,16600
2024-04-06,Cologne,8,2,BEWRL02,-12700,FRXX051,-24500,ROXX003,10200,DEXX040,27000
2024-04-06,Cologne,8,3,FRWC003,-32800,DEXX028,28500,DEXX012,10800,DEXX016,-6500
2024-04-06,Cologne,8,4,NLXX015,7000,UAXX018,18900,FRXX003,-19800,DEXX025,-6100
2024-04-06,Cologne,8,5,BEXX005,42300,DEWRL01,5800,FRXX057,-16500,DEXX022,-31600
2024-04-06,Cologne,8,6,DEXX041,7400,NLXX016,19300,DEWC002,-20400,DEXX043,-6300
2024-04-06,Cologne,8,7,DEXX044,-30000,BEXX018,-13900,FRWC005,44200,DEXX015,-300
2024-04-06,Cologne,8,8,DEXX010,37100,DEXX003,-60200,ROWC001,18700,NLXX002,4400
2024-04-06,Cologne,8,9,BEXX007,-20400,DEXX037,20800,BEXX015,8600,NLXX006,-9000
2024-04-06,Cologne,8,10,DEXX002,48300,UAXX006,17900,NLXX003,-57600,SEXX001,-8600
2024-04-06,Cologne,8,11,BEXX004,-16200,DEWRL02,41600,DEXX045,1500,DEXX014,-26900
2024-04-06,Cologne,8,12,FRXX035,52500,ATXX002,-10100,NLXX001,-47900,DEXX042,5500
2024-04-06,Cologne,8,13,DEXX031,5000,SEWC002,-6500,DECO001,-29500,GBXX054,31000
2024-04-06,Cologne,8,14,DEXX046,-8100,UAXX011,10000,DKXX005,20100,NLXX004,-22000
2024-04-06,Cologne,8,15,PLTR001,17900,DEXX013,6000,DEXX032,-5200,DEXX047,-18700
2024-04-06,Cologne,8,16,BEWRL03,-2800,DEXX051,-26400,ESXX004,21700,SEWC001,7500
2024-04-06,Cologne,8,17,DEXX049,-30600,ATXX012,12700,ROXX004,-14500,BEXX012,32400
2024-04-06,Cologne,8,18,DEXX050,34800,BEXX032,-35200,FRXX004,-10800,DEXX052,11200
2024-04-06,Cologne,9,1,BEXX027,-29300,BEXX031,-2000,BEWRL05,22700,DEXX040,8600
2024-04-06,Cologne,9,2,DEXX028,24800,ROXX003,-8300,BEXX005,13000,BEWRL02,-29500
2024-04-06,Cologne,9,3,DEXX012,-40400,BEWRL04,51900,FRXX051,9300,UAXX018,-20800
2024-04-06,Cologne,9,4,NLXX015,8600,DEXX016,-33000,FRWC005,-2100,FRWC003,26500
2024-04-06,Cologne,9,5,NLXX016,-39200,DEWRL01,-8700,DEXX010,35500,DEXX025,12400
2024-04-06,Cologne,9,6,DEXX002,8200,DEXX041,20900,FRXX003,-7400,ROWC001,-21700
2024-04-06,Cologne,9,7,FRXX057,4700,FRXX035,-25400,DEXX037,-13000,DEWRL02,33700
2024-04-06,Cologne,9,8,DEXX043,-28200,UAXX006,7800,NLXX002,-2300,DEXX015,22700
2024-04-06,Cologne,9,9,DEXX022,6100,BEXX015,-62200,DEWC002,19800,BEXX018,36300
2024-04-06,Cologne,9,10,NLXX006,9500,GBXX054,40300,DEXX044,-15300,BEXX007,-34500
2024-04-06,Cologne,9,11,DEXX045,-9900,DEXX042,30100,SEXX001,-24900,DKXX005,4700
2024-04-06,Cologne,9,12,DEXX031,-12200,PLTR001,-1600,UAXX011,-25400,ATXX002,39200
2024-04-06,Cologne,9,13,BEXX004,-43100,SEWC002,-13100,DEXX013,52300,DEXX003,3900
2024-04-06,Cologne,9,14,ESXX004,19700,DEXX046,-8300,DEXX014,9100,DEXX032,-20500
2024-04-06,Cologne,9,15,BEWRL03,-18600,NLXX003,37600,DECO001,10100,NLXX004,-29100
2024-04-06,Cologne,9,16,SEWC001,22900,NLXX001,-3300,DEXX047,7100,ATXX012,-26700
2024-04-06,Cologne,9,17,DEXX050,1000,BEXX012,13900,DEXX051,-41000,DEXX049,26100
2024-04-06,Cologne,9,18,ROXX004,9200,DEXX052,-1600,BEXX032,-45700,FRXX004,38100
2024-04-08,Toruń,1,1,PLTR004,19300,PLTR020,-23800,PLTR005,-2900,PLTR011,7400
2024-04-10,Toruń,1,1,PLTR010,13100,PLKA101,30400,PLTR011,-4700,PLTR009,-38800
2024-04-10,Toruń,2,1,PLKA101,-19500,PLTR011,47700,PLTR009,-36700,PLTR010,8500
2024-04-13,Pregarten,1,1,ATXX001,19100,ATVI001,-25200,REXX004,8300,UAXX007,-2200
2024-04-13,Pregarten,1,2,ATXX002,27700,REXX001,-9400,PLKR016,-28400,ATXX004,10100
2024-04-13,Pregarten,1,3,ATXX007,12000,PLGS004,-36500,SKXX001,300,UAXX005,24200
2024-04-13,Pregarten,1,4,ATXX012,-10700,DEXX028,24800,ATXX005,-52200,ATXX014,38100
2024-04-13,Pregarten,1,5,PLKR012,-27700,REXX002,2300,PLKR004,-13500,PLGS001,38900
2024-04-13,Pregarten,1,6,ATXX009,-34000,DEWRL01,14900,PLGS008,30200,HUWC001,-11100
2024-04-13,Pregarten,1,7,ATXX003,28800,UAXX018,-33900,REXX003,-3800,SKXX004,8900
2024-04-13,Pregarten,1,8,DEXX037,62900,ESXX003,-61900,ATXX013,-8000,ATXX011,7000
2024-04-13,Pregarten,1,9,ATXX015,-26900,FRXX039,56200,DEXX039,-50400,DEXX038,21100
2024-04-13,Pregarten,2,1,PLGS001,9500,PLGS004,-11000,ATXX003,23100,PLKR016,-41600
2024-04-13,Pregarten,2,2,PLGS008,-29800,REXX003,3000,ATXX015,-9600,PLKR004,36400
2024-04-13,Pregarten,2,3,SKXX001,-28500,ATXX013,35600,DEXX028,-16800,ATXX009,9700
2024-04-13,Pregarten,2,4,DEWRL01,50600,UAXX005,-49200,ATXX001,-11400,ATXX002,10000
2024-04-13,Pregarten,2,5,SKXX004,-9000,DEXX038,25600,ATXX014,-20700,ATVI001,4100
2024-04-13,Pregarten,2,6,ATXX005,-22600,REXX001,45900,ESXX003,-33100,REXX004,9800
2024-04-13,Pregarten,2,7,UAXX018,-24300,ATXX012,31800,FRXX039,-10600,PLKR012,3100
2024-04-13,Pregarten,2,8,DEXX037,12300,ATXX004,-49300,DEXX039,-19400,HUWC001,36400
2024-04-13,Pregarten,2,9,ATXX011,4500,UAXX007,-41400,REXX002,-10900,ATXX007,47800
2024-04-13,Pregarten,3,1,DEXX037,2400,ATXX002,32000,ATXX012,-48200,ATXX007,13800
2024-04-13,Pregarten,3,2,DEXX028,31400,DEXX039,-31500,ESXX003,-5200,ATVI001,5300
2024-04-13,Pregarten,3,3,SKXX001,22300,ATXX003,-25600,PLGS008,-6000,PLKR012,9300
2024-04-13,Pregarten,3,4,REXX003,6800,ATXX013,17400,HUWC001,-20800,ATXX001,-3400
2024-04-13,Pregarten,3,5,REXX001,-36800,UAXX005,2000,PLGS001,-23600,ATXX011,58400
2024-04-13,Pregarten,3,6,UAXX018,-22100,SKXX004,67900,DEWRL01,-46300,PLKR004,500
2024-04-13,Pregarten,3,7,ATXX009,31200,ATXX015,4600,ATXX004,-24100,PLGS004,-11700
2024-04-13,Pregarten,3,8,PLKR016,5100,ATXX014,-10100,REXX004,5600,REXX002,-20600
2024-04-13,Pregarten,3,9,DEXX038,-28600,UAXX007,-13800,ATXX005,37700,FRXX039,4700
2024-04-13,Pregarten,4,1,DEXX039,-36900,ATXX014,-6600,REXX003,5000,DEWRL01,38500
2024-04-13,Pregarten,4,2,ATXX001,24200,PLGS004,-20500,PLKR012,5300,DEXX038,-49000
2024-04-13,Pregarten,4,3,REXX004,13200,ATXX011,1900,FRXX039,-42700,PLKR004,27600
2024-04-13,Pregarten,4,4,ATXX015,-34800,ATXX003,-6100,ATXX005,8100,ATXX002,32800
2024-04-13,Pregarten,4,5,ATXX004,-12300,ESXX003,10100,REXX002,26700,SKXX001,-24500
2024-04-13,Pregarten,4,6,DEXX037,-39900,PLKR016,-8000,UAXX007,8700,UAXX005,39200
2024-04-13,Pregarten,4,7,HUWC001,28300,PLGS001,-9900,DEXX028,-21800,SKXX004,3400
2024-04-13,Pregarten,4,8,REXX001,-43000,UAXX018,7500,ATXX007,52600,ATXX009,-17100
2024-04-13,Pregarten,4,9,ATXX012,27000,ATVI001,-7900,ATXX013,13600,PLGS008,-32700
2024-04-13,Pregarten,5,1,HUWC001,-27100,ATXX005,-9500,UAXX018,10800,SKXX001,25800
2024-04-13,Pregarten,5,2,ATXX007,-9400,PLGS008,41200,DEXX038,-33100,PLKR016,1300
2024-04-13,Pregarten,5,3,PLKR012,32800,ATXX009,-38900,ATXX014,-5600,ATXX011,11700
2024-04-13,Pregarten,5,4,ATXX003,11700,REXX002,-65700,ATVI001,36400,DEXX037,-2400
2024-04-13,Pregarten,5,5,ATXX012,16400,DEWRL01,-2200,PLGS001,28700,ATXX004,-42900
2024-04-13,Pregarten,5,6,FRXX039,-18300,ATXX001,52800,SKXX004,-56700,ESXX003,2200
2024-04-13,Pregarten,5,7,REXX003,-33300,UAXX005,16300,DEXX028,-9400,REXX004,26400
2024-04-13,Pregarten,5,8,UAXX007,4300,REXX001,-10200,ATXX013,32100,ATXX015,-26200
2024-04-13,Pregarten,5,9,PLKR004,34800,DEXX039,2000,ATXX002,-8300,PLGS004,-28500
2024-04-13,Pregarten,6,1,ATXX001,-12800,DEXX037,9900,PLGS001,36000,ATXX009,-33100
2024-04-13,Pregarten,6,2,REXX004,-12200,SKXX004,-26600,ATXX015,900,DEWRL01,37900
2024-04-13,Pregarten,6,3,DEXX039,-6600,ATXX012,11900,UAXX005,-33800,REXX002,28500
2024-04-13,Pregarten,6,4,SKXX001,-8000,REXX001,-38400,REXX003,30700,FRXX039,15700
2024-04-13,Pregarten,6,5,ATXX004,33800,ATXX003,14000,ATXX014,-6200,ATXX007,-41600
2024-04-13,Pregarten,6,6,ATXX005,49100,PLKR012,-9500,ATXX013,10200,PLKR016,-49800
2024-04-13,Pregarten,6,7,ATXX011,33200,HUWC001,-15600,ATVI001,12700,PLGS004,-30300
2024-04-13,Pregarten,6,8,ESXX003,-14600,UAXX007,5000,PLGS008,37900,UAXX018,-28300
2024-04-13,Pregarten,6,9,DEXX028,26300,DEXX038,-32900,PLKR004,9700,ATXX002,-3100
2024-04-13,Pregarten,7,1,PLKR016,24800,PLKR004,12600,SKXX004,-28000,ATXX009,-9400
2024-04-13,Pregarten,7,2,UAXX005,13700,PLKR012,-40000,ATXX015,38400,HUWC001,-12100
2024-04-13,Pregarten,7,3,DEXX038,-38600,ESXX003,12400,DEWRL01,29400,ATXX003,-3200
2024-04-13,Pregarten,7,4,ATXX013,-4400,ATXX002,7400,FRXX039,21600,REXX002,-24600
2024-04-13,Pregarten,7,5,PLGS008,-35200,REXX001,28300,DEXX028,-6200,DEXX037,13100
2024-04-13,Pregarten,7,6,UAXX007,50800,ATXX014,-35600,ATXX012,-1100,PLGS004,-14100
2024-04-13,Pregarten,7,7,ATXX004,-13700,UAXX018,43100,DEXX039,-31000,REXX004,1600
2024-04-13,Pregarten,7,8,ATXX007,11800,PLGS001,-14200,REXX003,28500,ATVI001,-26100
2024-04-13,Pregarten,7,9,SKXX001,-37600,ATXX005,62200,ATXX001,-20500,ATXX011,-4100
2024-04-13,Pregarten,8,1,ATXX005,-60500,PLGS004,-3600,REXX002,80200,DEWRL01,-16100
2024-04-13,Pregarten,8,2,SKXX001,-1500,UAXX007,-37000,PLGS001,-14500,ATXX002,33000
2024-04-13,Pregarten,8,3,DEXX038,-30700,REXX003,-17900,ATXX009,4100,ATXX012,44500
2024-04-13,Pregarten,8,4,HUWC001,-8800,ATXX013,5200,ATXX003,-27600,REXX004,31200
2024-04-13,Pregarten,8,5,UAXX005,-37500,FRXX039,-3800,ATXX004,-16700,ATVI001,58000
2024-04-13,Pregarten,8,6,PLGS008,15200,DEXX039,3000,SKXX004,-44400,ATXX011,26200
2024-04-13,Pregarten,8,7,ESXX003,25900,PLKR012,-24800,DEXX037,-8400,ATXX007,7300
2024-04-13,Pregarten,8,8,UAXX018,-30400,ATXX015,-12600,PLKR016,32100,DEXX028,10900
2024-04-13,Pregarten,8,9,ATXX001,3400,REXX001,-20900,PLKR004,24800,ATXX014,-7300
2024-04-15,Toruń,1,1,PLTR002,5200,PLKA101,30400,PLTR016,-12400,JPTR001,-23200
2024-04-16,Toruń,1,1,PLTR011,-9300,PLKA101,11800,PLTR004,-29900,PLTR009,27400
2024-04-17,Toruń,1,1,PLTR011,7200,PLTR014,-7400,JPTR001,18800,PLKA101,-18600
2024-04-20,Brno,1,1,UAXX005,-13700,PLXX040,-31900,ATXX002,-500,ATXX012,46100
2024-04-20,Brno,1,2,REXX001,-32700,CZXX002,27800,SKXX005,16000,PLGS001,-11100
2024-04-20,Brno,1,3,REXX002,3200,UAXX002,-11900,PLKR005,39300,GBWC003,-30600
2024-04-20,Brno,1,4,CZXX003,-1100,DEWRL01,14600,ATXX004,34700,PLGS012,-48200
